EmpID,Gender,Age,MaritalStatus,JobLevel,Experience,Dept,EmpType,WLB,WorkEnv,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteMode,CommuteDistance,NumCompanies,TeamSize,NumReports,EduLevel,haveOT,TrainingHoursPerYear,JobSatisfaction
2798.0,Female,22.0,Single,Intern/Fresher,0.0,Finance,Contract,3.0,3.0,1.5,2.0,,6.0,Public Transport,5.0,0.0,30.0,0.0,Bachelor,False,10.0,5.0
2800.0,Male,26.0,Married,Junior,4.0,IT,Full-Time,2.0,1.0,2.4,1.0,2.0,6.9,Walk,2.0,1.0,10.0,0.0,Bachelor,False,22.0,5.0
2807.0,Male,35.0,Married,Mid,13.0,Marketing,Full-Time,4.0,3.0,0.6,5.0,1.0,5.4,Motorbike,8.0,4.0,10.0,0.0,Bachelor,False,36.5,5.0
2808.0,Female,25.0,Single,Junior,3.0,Operations,Full-Time,4.0,1.0,1.3,1.0,1.0,6.8,Car,16.0,1.0,9.0,0.0,Bachelor,False,21.5,5.0
2809.0,Female,32.0,Single,Mid,10.0,,Full-Time,5.0,1.0,1.5,3.0,1.0,7.6,Car,11.0,3.0,10.0,0.0,Bachelor,True,35.0,5.0
2813.0,Female,24.0,Single,Junior,2.0,Operations,Part-Time,,3.0,2.5,2.0,1.0,5.9,Bike,5.0,0.0,10.0,0.0,Bachelor,False,21.0,5.0
2816.0,Male,31.0,Married,Mid,,Operations,Part-Time,5.0,1.0,2.5,1.0,3.0,8.0,Public Transport,,3.0,10.0,0.0,Bachelor,False,34.5,5.0
2817.0,Female,34.0,Married,Senior,12.0,IT,Full-Time,4.0,4.0,0.0,4.0,1.0,6.8,Car,20.0,4.0,18.0,1.0,Bachelor,True,46.0,5.0
2823.0,Female,39.0,Married,Senior,7.0,Marketing,Part-Time,3.0,2.0,1.5,2.0,1.0,4.9,Public Transport,27.0,5.0,17.0,1.0,Bachelor,False,43.5,5.0
2827.0,Female,37.0,Married,Mid,15.0,Sales,Full-Time,2.0,5.0,3.4,5.0,1.0,7.5,Walk,2.0,5.0,10.0,0.0,Bachelor,True,37.5,5.0
2829.0,Male,31.0,Single,Mid,9.0,Operations,Full-Time,3.0,3.0,3.2,2.0,1.0,7.2,Car,26.0,3.0,11.0,0.0,Bachelor,False,34.5,5.0
2830.0,Male,39.0,Married,Senior,2.0,Customer Service,Contract,1.0,2.0,0.8,2.0,1.0,6.3,Car,10.0,5.0,18.0,3.0,Bachelor,False,41.0,5.0
2832.0,Male,24.0,Single,Mid,2.0,IT,Part-Time,5.0,2.0,2.6,5.0,1.0,6.8,Car,29.0,0.0,15.0,0.0,Bachelor,False,31.0,5.0
2833.0,Male,27.0,Single,Junior,5.0,Sales,Full-Time,5.0,5.0,2.2,5.0,2.0,7.5,Walk,1.0,1.0,7.0,0.0,Bachelor,False,22.5,5.0
2836.0,Male,24.0,Single,Junior,2.0,IT,Contract,1.0,2.0,1.0,2.0,1.0,8.5,Bike,10.0,0.0,7.0,0.0,Bachelor,True,21.0,5.0
2837.0,Male,42.0,Single,Senior,11.0,Legal,Full-Time,2.0,2.0,2.0,3.0,1.0,6.8,Bike,9.0,6.0,17.0,6.0,Bachelor,False,45.5,5.0
2840.0,Female,24.0,Single,Junior,2.0,Marketing,,4.0,4.0,2.1,3.0,3.0,7.1,Walk,2.0,0.0,10.0,0.0,,False,21.0,5.0
2844.0,Female,23.0,Single,Junior,1.0,Sales,Part-Time,4.0,1.0,1.3,2.0,1.0,7.0,Public Transport,21.0,0.0,10.0,0.0,Bachelor,False,20.5,5.0
2847.0,Male,23.0,Single,Intern/Fresher,1.0,Sales,Full-Time,5.0,2.0,0.0,4.0,2.0,6.9,Car,26.0,0.0,23.0,0.0,Bachelor,False,10.5,5.0
2848.0,Female,35.0,Married,,13.0,HR,Full-Time,4.0,2.0,3.6,4.0,2.0,6.5,Bike,5.0,4.0,10.0,0.0,Bachelor,False,36.5,5.0
2855.0,Other,28.0,Single,Mid,6.0,Legal,Part-Time,2.0,4.0,1.9,2.0,2.0,5.6,Car,9.0,2.0,12.0,0.0,Bachelor,False,33.0,5.0
2857.0,Male,26.0,Married,Mid,4.0,Finance,Full-Time,3.0,5.0,3.2,4.0,2.0,8.6,Public Transport,23.0,1.0,10.0,0.0,Bachelor,False,32.0,5.0
2863.0,Male,26.0,Single,Mid,4.0,IT,Full-Time,4.0,5.0,2.9,4.0,1.0,8.6,Car,11.0,,15.0,0.0,Bachelor,True,32.0,5.0
2865.0,Female,24.0,Single,Junior,2.0,Legal,Full-Time,4.0,5.0,2.7,4.0,1.0,7.8,Car,5.0,0.0,5.0,0.0,Bachelor,False,21.0,5.0
2867.0,Female,33.0,Married,Mid,5.0,Operations,Full-Time,3.0,4.0,1.4,4.0,1.0,7.3,Car,20.0,3.0,13.0,0.0,Bachelor,False,32.5,5.0
2872.0,Female,25.0,Single,Mid,3.0,Finance,Part-Time,5.0,1.0,3.1,4.0,1.0,8.4,Public Transport,29.0,,10.0,0.0,Bachelor,False,31.5,5.0
2878.0,Male,36.0,Married,Senior,9.0,Operations,Full-Time,4.0,4.0,0.6,4.0,1.0,8.9,Public Transport,9.0,4.0,25.0,3.0,Bachelor,False,44.5,5.0
2880.0,Male,29.0,Single,Junior,7.0,Sales,Full-Time,2.0,5.0,2.3,4.0,1.0,6.3,Bike,10.0,2.0,8.0,0.0,Bachelor,,23.5,5.0
2884.0,Male,36.0,Divorced,Senior,14.0,Operations,Full-Time,5.0,3.0,2.3,3.0,5.0,7.1,Motorbike,7.0,4.0,18.0,3.0,Bachelor,False,47.0,5.0
2885.0,Male,58.0,Married,Senior,6.0,Operations,Full-Time,1.0,2.0,3.2,1.0,1.0,5.5,Public Transport,6.0,,25.0,5.0,Bachelor,False,43.0,5.0
2886.0,Male,36.0,Single,Mid,3.0,,Full-Time,3.0,3.0,0.1,3.0,2.0,9.0,Car,18.0,4.0,11.0,0.0,Bachelor,True,31.5,5.0
2888.0,Male,46.0,Divorced,Mid,8.0,IT,Part-Time,1.0,5.0,3.6,3.0,1.0,7.5,Car,13.0,8.0,14.0,0.0,Bachelor,True,34.0,5.0
2890.0,Female,22.0,Single,Junior,0.0,Marketing,Full-Time,1.0,4.0,2.1,2.0,1.0,6.4,Bike,10.0,0.0,8.0,0.0,Bachelor,False,20.0,5.0
2892.0,Male,31.0,Married,Senior,9.0,Legal,Part-Time,4.0,5.0,1.7,1.0,1.0,6.0,Bike,9.0,3.0,24.0,8.0,Bachelor,True,44.5,5.0
2896.0,Male,29.0,Single,Junior,3.0,Legal,Full-Time,2.0,5.0,2.5,3.0,1.0,8.5,Public Transport,23.0,,10.0,0.0,Bachelor,False,21.5,5.0
2902.0,Male,24.0,Single,Mid,2.0,IT,Contract,3.0,5.0,2.7,3.0,1.0,6.5,Public Transport,25.0,0.0,11.0,0.0,Bachelor,True,31.0,5.0
2903.0,Female,33.0,Single,Mid,11.0,Marketing,Contract,5.0,3.0,0.3,,3.0,8.4,Bike,10.0,3.0,12.0,0.0,Bachelor,False,35.5,5.0
2904.0,Female,49.0,Married,Senior,15.0,Sales,Full-Time,3.0,1.0,2.5,2.0,2.0,7.7,Public Transport,9.0,9.0,16.0,4.0,Bachelor,False,47.5,5.0
2909.0,Male,25.0,Single,Junior,3.0,IT,Full-Time,5.0,5.0,2.9,3.0,1.0,7.7,Public Transport,11.0,1.0,7.0,0.0,Bachelor,True,21.5,5.0
2914.0,Male,24.0,Single,Junior,2.0,Customer Service,Full-Time,4.0,3.0,1.9,2.0,2.0,6.1,Bike,,0.0,9.0,0.0,Bachelor,False,21.0,5.0
2916.0,Male,22.0,Single,Intern/Fresher,0.0,IT,Full-Time,3.0,4.0,1.5,3.0,4.0,9.0,Public Transport,11.0,0.0,26.0,0.0,Bachelor,True,10.0,5.0
2920.0,Female,38.0,Married,Mid,16.0,IT,Full-Time,3.0,2.0,1.0,3.0,3.0,7.4,Car,15.0,5.0,13.0,0.0,Bachelor,False,38.0,5.0
2923.0,Female,33.0,Single,Mid,10.0,Finance,Full-Time,2.0,4.0,0.2,1.0,1.0,6.0,Bike,5.0,3.0,12.0,0.0,Bachelor,False,35.0,5.0
2932.0,Male,29.0,Single,Mid,7.0,Finance,Full-Time,1.0,4.0,0.4,4.0,1.0,7.2,Car,10.0,2.0,11.0,0.0,Bachelor,False,33.5,5.0
2939.0,Female,44.0,Married,Mid,11.0,Operations,Full-Time,4.0,5.0,0.0,2.0,3.0,5.7,Car,13.0,7.0,10.0,0.0,Bachelor,True,35.5,5.0
2941.0,Male,34.0,Single,Mid,7.0,IT,Full-Time,5.0,1.0,1.8,4.0,,8.0,Car,8.0,4.0,14.0,0.0,Bachelor,True,33.5,5.0
2943.0,Other,29.0,Single,Junior,6.0,Marketing,Full-Time,4.0,2.0,1.5,2.0,1.0,5.8,Bike,9.0,2.0,8.0,0.0,Bachelor,False,23.0,5.0
2946.0,Other,44.0,Single,Senior,13.0,Finance,Full-Time,5.0,3.0,1.1,4.0,1.0,8.0,Bike,2.0,7.0,15.0,3.0,Bachelor,False,46.5,5.0
2947.0,Female,56.0,Married,Senior,2.0,Operations,Full-Time,4.0,1.0,2.6,2.0,1.0,6.8,Car,21.0,11.0,21.0,3.0,,True,41.0,5.0
2950.0,Male,23.0,Single,Junior,1.0,Sales,Part-Time,2.0,3.0,2.4,1.0,2.0,5.5,Public Transport,23.0,0.0,8.0,0.0,Bachelor,False,20.5,5.0
2953.0,Female,48.0,Married,Mid,25.0,Sales,Full-Time,3.0,2.0,1.6,1.0,1.0,5.5,Car,6.0,8.0,15.0,0.0,Bachelor,False,42.5,5.0
2954.0,Male,29.0,Single,Junior,6.0,IT,Full-Time,3.0,3.0,1.5,3.0,1.0,5.2,Public Transport,17.0,2.0,5.0,0.0,Bachelor,False,23.0,5.0
2955.0,Male,32.0,Married,Senior,2.0,Finance,Full-Time,5.0,2.0,3.5,4.0,1.0,8.6,Car,11.0,3.0,19.0,4.0,Bachelor,False,41.0,5.0
2960.0,Male,54.0,Married,Senior,23.0,Finance,Full-Time,5.0,4.0,2.4,2.0,2.0,6.5,Car,7.0,10.0,20.0,7.0,Bachelor,False,51.5,5.0
2961.0,Female,29.0,Single,Mid,7.0,Finance,Contract,1.0,3.0,3.2,3.0,1.0,6.5,Walk,2.0,2.0,10.0,0.0,Bachelor,False,33.5,5.0
2963.0,Male,28.0,Single,Junior,6.0,IT,Contract,3.0,4.0,2.1,3.0,1.0,7.8,Public Transport,25.0,2.0,6.0,0.0,Bachelor,True,23.0,5.0
2964.0,Male,25.0,Single,Junior,3.0,Sales,Contract,3.0,5.0,1.7,4.0,1.0,5.5,Car,10.0,1.0,8.0,0.0,Bachelor,False,21.5,5.0
2969.0,Male,24.0,Single,Senior,2.0,IT,Part-Time,2.0,2.0,4.4,1.0,1.0,6.2,Public Transport,26.0,0.0,20.0,1.0,Bachelor,True,41.0,5.0
2975.0,Female,49.0,Married,Mid,21.0,Legal,Full-Time,2.0,4.0,1.9,1.0,1.0,5.8,Public Transport,22.0,9.0,15.0,0.0,Bachelor,False,40.5,5.0
2978.0,Female,28.0,Single,Mid,4.0,Sales,Full-Time,5.0,3.0,2.2,5.0,2.0,6.9,Public Transport,15.0,2.0,15.0,0.0,Bachelor,False,32.0,5.0
2980.0,Male,46.0,Single,Senior,5.0,Sales,Contract,2.0,5.0,3.1,4.0,1.0,7.5,Car,7.0,8.0,17.0,5.0,,True,42.5,5.0
2981.0,Female,,Single,Intern/Fresher,1.0,Legal,Full-Time,5.0,3.0,2.7,4.0,1.0,6.8,Bike,5.0,,24.0,0.0,Bachelor,False,10.5,5.0
2982.0,,28.0,Single,Junior,6.0,Marketing,Full-Time,1.0,5.0,0.0,4.0,1.0,6.3,Car,8.0,2.0,9.0,0.0,Bachelor,False,23.0,5.0
2989.0,Female,31.0,Single,Senior,9.0,Legal,Full-Time,5.0,3.0,3.7,2.0,3.0,6.3,Car,18.0,3.0,19.0,3.0,Bachelor,False,44.5,5.0
