True Label,Predicted Label,Probability
2,2,0.4832450397807762
0,2,0.4285143886749762
1,2,0.41183854050034524
3,2,0.4923432811956117
0,2,0.5588945303642912
2,2,0.5634584741320313
2,2,0.5314538660538689
4,2,0.4629782120673435
4,2,0.3934226561624682
1,2,0.406272439273452
2,2,0.4818661255145379
0,2,0.38050820399976054
2,2,0.5506819910046444
2,2,0.41183854050034524
4,4,0.40591837087357524
2,2,0.4818661255145379
2,2,0.41183854050034524
2,2,0.3934226561624682
1,2,0.5634584741320313
1,4,0.32319019517287545
0,2,0.4256365048541289
2,2,0.4667523669105629
2,2,0.3934226561624682
1,2,0.4285143886749762
0,2,0.5669445553653318
4,2,0.4818661255145379
3,2,0.39486201456036896
4,2,0.4832450397807762
4,2,0.5335167583033611
2,2,0.4832450397807762
3,3,0.4570839008941505
1,2,0.33425724637022947
2,2,0.2924066916624612
4,2,0.33425724637022947
0,2,0.4269880893595533
1,2,0.2822334543029811
3,2,0.4629782120673435
2,2,0.5264477730274433
3,2,0.5669445553653318
4,1,0.3607513075428196
4,2,0.2924066916624612
4,2,0.3335389332246378
2,2,0.48379005857156937
1,2,0.5314538660538689
4,1,0.31783892701438426
3,2,0.41455313926454684
3,2,0.3578571275689279
3,2,0.5669445553653318
2,2,0.41183854050034524
2,2,0.41183854050034524
1,2,0.33425724637022947
2,2,0.433152879554156
1,2,0.406272439273452
2,2,0.41455313926454684
3,2,0.45911983491351394
3,2,0.49281917348737364
3,2,0.5882105785348342
2,4,0.29844610737970895
1,2,0.5300289961700406
0,3,0.45008695935198406
2,4,0.42069903211991966
0,2,0.5634584741320313
2,2,0.48379005857156937
0,2,0.4667523669105629
4,2,0.33425724637022947
2,2,0.5335167583033611
0,2,0.4818661255145379
2,2,0.5506819910046444
2,2,0.4519305989730279
4,2,0.4818661255145379
3,2,0.41455313926454684
1,2,0.41455313926454684
2,2,0.5634584741320313
2,2,0.4818661255145379
4,4,0.4538569368423038
2,2,0.5235523997532585
2,2,0.48379005857156937
4,2,0.2799800968129367
4,2,0.3335389332246378
4,2,0.4818661255145379
2,4,0.46282894733686725
2,2,0.34044466535981266
3,2,0.49708504705895873
2,2,0.3335389332246378
2,2,0.5264477730274433
3,2,0.49708504705895873
1,2,0.4832450397807762
1,2,0.4667523669105629
3,2,0.5600492732327153
0,2,0.42137804300279263
1,2,0.5634584741320313
4,2,0.4818661255145379
2,2,0.45675619080948276
0,2,0.5669445553653318
2,4,0.5176166152059632
0,2,0.3795880758430691
1,2,0.38050820399976054
1,2,0.2799800968129367
1,2,0.3934226561624682
2,2,0.3335389332246378
2,2,0.4818661255145379
1,2,0.5634584741320313
3,2,0.5506819910046444
4,1,0.31783892701438426
2,1,0.31783892701438426
2,2,0.433152879554156
2,2,0.35274029421912456
2,2,0.5335167583033611
4,4,0.557022763683152
3,2,0.34044466535981266
2,2,0.49708504705895873
2,2,0.4818661255145379
1,1,0.36074109635875895
2,2,0.5235523997532585
2,2,0.3795880758430691
2,2,0.4353790091759764
2,2,0.433152879554156
2,2,0.49281917348737364
2,2,0.5634584741320313
2,1,0.36237831143334925
3,2,0.5882105785348342
3,2,0.3497965071160121
3,2,0.3934226561624682
2,2,0.5264477730274433
2,2,0.4818661255145379
4,2,0.3934226561624682
3,2,0.3335389332246378
2,2,0.4256365048541289
4,2,0.4818661255145379
2,2,0.3335389332246378
0,2,0.48379005857156937
1,4,0.557022763683152
0,2,0.45911983491351394
2,2,0.4629782120673435
0,2,0.406272439273452
3,2,0.5335167583033611
2,2,0.5669445553653318
3,2,0.5264477730274433
1,2,0.5882105785348342
2,2,0.3934226561624682
2,2,0.5335167583033611
2,2,0.4818661255145379
2,2,0.5264477730274433
3,2,0.5335167583033611
0,2,0.4832450397807762
3,2,0.5669445553653318
2,2,0.4519305989730279
2,2,0.5634584741320313
3,2,0.5882105785348342
0,2,0.5882105785348342
1,2,0.33425724637022947
4,4,0.46282894733686725
3,2,0.5882105785348342
3,2,0.5882105785348342
1,2,0.433152879554156
4,2,0.33425724637022947
2,2,0.5264477730274433
4,2,0.4667523669105629
0,4,0.43795331049739844
2,2,0.4256365048541289
3,3,0.4570839008941505
2,2,0.3795880758430691
3,2,0.5669445553653318
3,2,0.33425724637022947
3,2,0.41455313926454684
1,1,0.2859780870644405
3,2,0.4629782120673435
2,2,0.4667523669105629
3,2,0.4285143886749762
2,2,0.5506819910046444
0,2,0.4629782120673435
2,2,0.4667523669105629
2,2,0.5634584741320313
1,2,0.5259190325639371
4,1,0.29238552930325445
2,2,0.5669445553653318
2,2,0.406272439273452
2,4,0.5804501745800312
2,2,0.5600492732327153
0,2,0.406272439273452
3,2,0.49708504705895873
2,2,0.5264477730274433
3,2,0.29526097102856774
4,2,0.3335389332246378
4,2,0.2924066916624612
2,2,0.33425724637022947
1,2,0.2822334543029811
2,2,0.31770150038424666
1,2,0.2799800968129367
1,2,0.2924066916624612
4,2,0.30212446102695945
3,2,0.2924066916624612
0,2,0.3934226561624682
2,2,0.5634584741320313
3,2,0.5882105785348342
2,2,0.433152879554156
3,2,0.406272439273452
2,2,0.4197546481548749
2,2,0.5669445553653318
2,2,0.5506819910046444
2,2,0.4012210646438768
2,2,0.5314538660538689
2,2,0.5634584741320313
2,2,0.5600492732327153
0,2,0.3335389332246378
2,2,0.3497965071160121
0,2,0.5882105785348342
2,2,0.4256365048541289
3,2,0.4818661255145379
0,2,0.4818661255145379
4,4,0.40591837087357524
2,2,0.5669445553653318
1,4,0.3303581950959369
2,2,0.5882105785348342
1,2,0.5335167583033611
3,2,0.5314538660538689
2,2,0.4667523669105629
1,4,0.7630993466709636
3,4,0.29844610737970895
1,2,0.2822334543029811
2,2,0.5335167583033611
1,2,0.3335389332246378
4,1,0.36237831143334925
1,2,0.33425724637022947
2,1,0.4502136307866635
2,2,0.49281917348737364
2,2,0.5882105785348342
1,2,0.3934226561624682
2,2,0.5300289961700406
0,2,0.49708504705895873
2,2,0.5882105785348342
1,2,0.3934226561624682
3,2,0.4269880893595533
2,2,0.5669445553653318
3,2,0.5506819910046444
1,2,0.34044466535981266
4,2,0.4667523669105629
0,2,0.44557809580031654
2,2,0.4667523669105629
2,2,0.4832450397807762
2,2,0.49708504705895873
3,2,0.5335167583033611
2,2,0.48379005857156937
2,2,0.5264477730274433
1,2,0.5335167583033611
3,2,0.4629782120673435
2,2,0.4667523669105629
2,2,0.4818661255145379
2,2,0.5335167583033611
2,2,0.5335167583033611
3,2,0.5634584741320313
2,2,0.5264477730274433
0,2,0.5669445553653318
2,1,0.3589369748917392
2,2,0.5335167583033611
2,2,0.5264477730274433
3,2,0.48379005857156937
3,2,0.5634584741320313
2,2,0.5335167583033611
2,1,0.36074109635875895
3,2,0.5264477730274433
0,2,0.433152879554156
1,2,0.5634584741320313
1,2,0.3335389332246378
1,1,0.3589369748917392
1,2,0.3335389332246378
2,2,0.3934226561624682
2,2,0.4629782120673435
3,2,0.48379005857156937
1,2,0.2799800968129367
2,2,0.406272439273452
1,2,0.4256365048541289
2,2,0.41183854050034524
2,2,0.41666141738547097
4,2,0.48379005857156937
4,2,0.31770150038424666
4,2,0.3934226561624682
1,2,0.48379005857156937
4,4,0.6986762788707666
2,2,0.4818661255145379
1,2,0.3934226561624682
1,2,0.3578571275689279
2,2,0.5634584741320313
2,1,0.2859780870644405
1,2,0.3934226561624682
3,2,0.48379005857156937
1,2,0.3647814306206657
2,2,0.49281917348737364
2,2,0.49281917348737364
2,2,0.5588945303642912
3,1,0.29238552930325445
2,4,0.35882849467427286
4,2,0.2799800968129367
1,4,0.40591837087357524
2,2,0.406272439273452
1,2,0.49281917348737364
2,2,0.5264477730274433
2,2,0.5634584741320313
0,2,0.4197546481548749
4,4,0.3303581950959369
1,2,0.4818661255145379
2,2,0.4285143886749762
2,2,0.5506819910046444
1,2,0.5588945303642912
0,2,0.5314538660538689
4,2,0.5335167583033611
2,2,0.5264477730274433
4,4,0.35882849467427286
3,2,0.33425724637022947
3,2,0.4519305989730279
4,2,0.4667523669105629
2,2,0.5264477730274433
4,2,0.4818661255145379
3,2,0.44557809580031654
4,1,0.2859780870644405
1,2,0.2822334543029811
2,2,0.41183854050034524
1,2,0.5882105785348342
2,2,0.5506819910046444
2,2,0.5882105785348342
1,2,0.5506819910046444
2,2,0.41183854050034524
2,2,0.4256365048541289
2,2,0.5264477730274433
4,2,0.29526097102856774
2,2,0.5259190325639371
3,2,0.3934226561624682
1,2,0.2924066916624612
1,2,0.42137804300279263
2,2,0.4923432811956117
4,2,0.3335389332246378
2,2,0.33425724637022947
4,2,0.5335167583033611
2,2,0.4667523669105629
1,2,0.433152879554156
1,2,0.3335389332246378
2,1,0.3589369748917392
2,2,0.5669445553653318
2,2,0.3578571275689279
3,1,0.2859780870644405
0,2,0.49708504705895873
0,4,0.35882849467427286
3,2,0.5600492732327153
3,2,0.5314538660538689
0,2,0.433152879554156
1,2,0.4832450397807762
2,2,0.406272439273452
2,2,0.3934226561624682
2,2,0.3934226561624682
0,2,0.4818661255145379
3,2,0.41183854050034524
2,2,0.5669445553653318
2,2,0.5506819910046444
2,2,0.41183854050034524
2,2,0.5335167583033611
3,4,0.6207301399771944
2,2,0.5335167583033611
2,2,0.5882105785348342
2,2,0.5588945303642912
3,2,0.2924066916624612
2,2,0.41666141738547097
2,2,0.4629782120673435
0,2,0.49281917348737364
2,2,0.5882105785348342
1,2,0.4431071186141557
0,2,0.35714517312040744
4,2,0.41183854050034524
2,4,0.3303581950959369
2,2,0.41183854050034524
2,2,0.4269880893595533
2,2,0.433152879554156
4,1,0.36074109635875895
2,2,0.5335167583033611
2,2,0.44557809580031654
2,2,0.48379005857156937
4,4,0.6153852715772534
2,2,0.3934226561624682
4,1,0.36237831143334925
1,2,0.4667523669105629
3,2,0.48379005857156937
4,2,0.4832450397807762
2,2,0.406272439273452
2,2,0.5600492732327153
2,2,0.5882105785348342
2,2,0.41183854050034524
4,2,0.4667523669105629
1,2,0.2822334543029811
3,2,0.49708504705895873
1,4,0.7630993466709636
3,2,0.48379005857156937
1,2,0.41183854050034524
2,2,0.4667523669105629
2,2,0.49708504705895873
1,2,0.41183854050034524
2,2,0.5634584741320313
1,4,0.43795331049739844
2,2,0.5882105785348342
2,3,0.4570839008941505
3,2,0.34044466535981266
1,4,0.7933902868944039
2,2,0.5882105785348342
3,2,0.5669445553653318
3,2,0.5264477730274433
2,2,0.2799800968129367
2,2,0.406272439273452
2,2,0.49708504705895873
0,2,0.41183854050034524
2,4,0.43795331049739844
2,2,0.4634640182417944
4,4,0.6153852715772534
4,2,0.34044466535981266
2,3,0.41354725898736616
2,2,0.4629782120673435
4,2,0.2822334543029811
0,2,0.5669445553653318
4,2,0.4256365048541289
3,2,0.5882105785348342
4,2,0.4667523669105629
2,2,0.3335389332246378
1,2,0.5335167583033611
3,2,0.3335389332246378
0,2,0.49281917348737364
1,4,0.557022763683152
1,2,0.5264477730274433
2,2,0.5669445553653318
2,2,0.41183854050034524
0,2,0.2799800968129367
3,2,0.406272439273452
4,4,0.32319019517287545
2,2,0.5335167583033611
2,2,0.5634584741320313
4,4,0.32319019517287545
0,2,0.4197546481548749
3,2,0.3934226561624682
0,2,0.3335389332246378
0,2,0.5588945303642912
1,2,0.48379005857156937
0,2,0.5588945303642912
2,2,0.406272439273452
2,2,0.5335167583033611
3,2,0.4256365048541289
3,2,0.5634584741320313
2,4,0.35882849467427286
2,2,0.33425724637022947
2,4,0.42069903211991966
2,2,0.5335167583033611
3,2,0.4667523669105629
4,2,0.433152879554156
0,2,0.5259190325639371
4,4,0.6962219764398073
3,2,0.5882105785348342
2,2,0.4667523669105629
2,2,0.3335389332246378
1,4,0.3303581950959369
2,2,0.5634584741320313
2,2,0.5335167583033611
1,2,0.5335167583033611
1,4,0.7975411897361419
3,2,0.5264477730274433
2,2,0.5882105785348342
2,4,0.35882849467427286
2,2,0.5669445553653318
0,2,0.3335389332246378
2,2,0.5669445553653318
0,2,0.4629782120673435
1,2,0.5335167583033611
4,2,0.35274029421912456
3,2,0.4832450397807762
2,2,0.5882105785348342
2,2,0.3934226561624682
1,2,0.45911983491351394
2,2,0.3335389332246378
1,2,0.48379005857156937
2,2,0.4256365048541289
0,1,0.38062603018853797
2,1,0.36074109635875895
2,2,0.3934226561624682
2,2,0.4256365048541289
3,2,0.5634584741320313
4,2,0.41183854050034524
2,2,0.5506819910046444
2,2,0.3934226561624682
0,1,0.36237831143334925
1,2,0.4818661255145379
3,2,0.49708504705895873
2,4,0.6207301399771944
1,2,0.5588945303642912
2,2,0.433152879554156
3,2,0.48379005857156937
3,2,0.4923432811956117
1,2,0.4629782120673435
1,2,0.4197546481548749
3,2,0.38263832624251465
2,2,0.39486201456036896
2,2,0.34044466535981266
2,2,0.29526097102856774
2,2,0.4285143886749762
4,4,0.26052056162036213
1,2,0.5335167583033611
2,2,0.4818661255145379
2,2,0.4629782120673435
1,2,0.5235523997532585
2,2,0.48379005857156937
2,2,0.433152879554156
1,2,0.48379005857156937
2,3,0.316399725918404
3,2,0.2822334543029811
1,2,0.5264477730274433
1,2,0.3335389332246378
2,2,0.433152879554156
2,2,0.5669445553653318
4,2,0.41183854050034524
4,2,0.3578571275689279
2,2,0.5634584741320313
2,4,0.29844610737970895
2,2,0.33425724637022947
2,2,0.433152879554156
3,2,0.4431071186141557
4,2,0.41183854050034524
0,2,0.29526097102856774
3,2,0.34044466535981266
2,2,0.3335389332246378
0,2,0.5634584741320313
3,2,0.4818661255145379
2,2,0.3934226561624682
